Timestamp,qw,qx,qy,qz,yaw,pitch,roll,label
18719,0.749624,0.250248,0.605047,-0.096687,212.360275,72.844582,61.089508,2
18839,0.750478,0.249622,0.604103,-0.097588,211.708969,72.833611,60.461845,2
18959,0.750698,0.250748,0.603136,-0.098976,211.320908,72.781456,60.288559,2
19079,0.750938,0.251079,0.602729,-0.098797,211.28363,72.714546,60.266727,2
19199,0.751474,0.249561,0.602588,-0.099427,210.78566,72.801163,59.690163,2
19319,0.751065,0.25131,0.602618,-0.097921,211.471207,72.635841,60.402771,2
19442,0.751781,0.250184,0.6017,-0.100911,210.302292,72.781952,59.385933,2
19562,0.753246,0.244419,0.6018,-0.103478,208.542496,73.174606,57.340347,2
19682,0.753294,0.2436,0.602363,-0.10177,208.925934,73.155708,57.510857,2
19802,0.753066,0.243326,0.603054,-0.100004,209.485687,73.126289,57.899323,2
19922,0.753327,0.240433,0.603385,-0.102997,208.302353,73.459938,56.711979,2
20042,0.754998,0.239929,0.601353,-0.103821,207.314194,73.307449,55.756496,2
20162,0.756069,0.243041,0.598764,-0.103746,207.16713,72.909866,55.881237,2
20283,0.756184,0.242404,0.598767,-0.104385,206.886612,72.972122,55.59848,2
20403,0.756251,0.243086,0.598426,-0.104268,206.951752,72.903847,55.713951,2
20582,0.756335,0.243109,0.598089,-0.105534,206.567123,72.944916,55.436844,2
20702,0.75636,0.243883,0.597642,-0.1061,206.467743,72.904533,55.452385,2
20822,0.756145,0.245478,0.59708,-0.107107,206.415604,72.85141,55.622597,2
20942,0.756573,0.245701,0.596454,-0.107061,206.274139,72.771812,55.499279,2
21062,0.756114,0.247032,0.596195,-0.108678,206.126877,72.799576,55.600674,2
21184,0.756651,0.248357,0.595058,-0.108151,206.170868,72.596466,55.720383,2
21304,0.756481,0.250196,0.59442,-0.108609,206.267242,72.49321,56.01577,2
